RXCUI	STR	VOTES	Wasz	Shankar	Andy
848928	ASA 325 MG / Oxycodone Hydrochloride 4.84 MG Oral Tablet [Endodan Reformulated May 2009]	1			1
848928	aspirin 325 MG / oxycodone hydrochloride 4.84 MG Oral Tablet [Endodan Reformulated May 2009]	1			1
848928	Aspirin/Oxycodone Hydrochloride 325 MG-4.8355 MG Oral Tablet [ENDODAN]	1			1
848928	ENDODAN 4.84 MG / 325 MG Oral Tablet, Reformulated May 2009	1			1
848928	Endodan Reformulated May 2009 (ASA 325 MG / oxycodone hydrochloride 4.8355 MG) Oral Tablet	1			1
848928	Endodan Tablet	1			1
848928	Endodan, 325 mg-4.8355 mg oral tablet	1			1
848928	OXYCODONE HYDROCHLORIDE 4.8355 mg / ASPIRIN 325 mg ORAL TABLET [ENDODAN]	1			1
849293	acetaminophen 325 MG / propoxyphene hydrochloride 32.5 MG Oral Tablet	1			1
849293	Acetaminophen 325 mg and propoxyphene hydrochloride 32.5 mg oral tablet	1			1
849293	APAP 325 MG / Propoxyphene Hydrochloride 32.5 MG Oral Tablet	1			1
849293	Dextropropoxyphene hydrochloride 32.5 mg and paracetamol 325 mg oral tablet	1			1
849293	Product containing precisely dextropropoxyphene hydrochloride 32.5 milligram and paracetamol 325 milligram/1 each conventional release oral tablet (clinical drug)	1			1
849293	propoxyphene HCl 32.5 MG / acetaminophen 325 MG Oral Tablet	1			1
849295	acetaminophen 325 MG / propoxyphene napsylate 50 MG Oral Tablet	1			1
849295	Acetaminophen 325 mg and propoxyphene napsylate 50 mg oral tablet	1			1
849295	acetaminophen-propoxyphene napsylate 325 mg-50 mg oral tablet	1			1
849295	Acetaminophen-Propoxyphene Napsylate, napsylate 325 mg-50 mg oral tablet	1			1
849295	Acetaminophen/Propoxyphene Napsylate 325 MG-50 MG Oral Tablet	1			1
849295	Acetaminophen/Propoxyphene Napsylate 325 MG-50 MG Oral Tablet [ACETAMINOPHEN-PROPOXYPHENE NAPSYLATE]	1			1
849295	APAP 325 MG / propoxyphene napsylate 50 MG Oral Tablet	1			1
849295	Dextropropoxyphene napsylate 50 mg and paracetamol 325 mg oral tablet	1			1
849295	Product containing precisely dextropropoxyphene napsylate 50 milligram and paracetamol 325 milligram/1 each conventional release oral tablet (clinical drug)	1			1
849295	PROPOXYPHENE N 50MG/ACETAMINOPHEN 325MG TAB	1			1
849295	propoxyphene nap/acetaminophen 50 mg-325 mg ORAL TABLET	1			1
849295	propoxyphene napsylate 50 MG / acetaminophen 325 MG Oral Tablet	1			1
849295	Propoxyphene Napsylate 50mg, Acetaminophen 325mg Oral tablet	1			1
849295	propoxyphene napsylate/acetaminophen 50 mg-325 mg ORAL TABLET	1			1
849295	propoxyphene napsylate/acetaminophen@50 mg-325 mg@ORAL@TABLET	1			1
849304	acetaminophen 500 MG / propoxyphene napsylate 100 MG Oral Tablet	1			1
849304	Acetaminophen 500 mg and propoxyphene napsylate 100 mg oral tablet	1			1
849304	acetaminophen-propoxyphene napsylate 500 mg-100 mg oral tablet	1			1
849304	Acetaminophen-Propoxyphene Napsylate, napsylate 500 mg-100 mg oral tablet	1			1
849304	Acetaminophen/Propoxyphene Napsylate 500 MG-100 MG Oral Tablet	1			1
849304	Acetaminophen/Propoxyphene Napsylate 500 MG-100 MG Oral Tablet [PROPOXYPHENE NAPSYLATE/ACETAMINOPHEN]	1			1
849304	APAP 500 MG / propoxyphene napsylate 100 MG Oral Tablet	1			1
849304	Dextropropoxyphene napsylate 100 mg and paracetamol 500 mg oral tablet	1			1
849304	Product containing precisely dextropropoxyphene napsylate 100 milligram and paracetamol 500 milligram/1 each conventional release oral tablet (clinical drug)	1			1
849304	PROPOXYPHENE N 100MG/ACETAMINOPHEN 500MG TAB	1			1
849304	PROPOXYPHENE N 100MG/APAP 500MG TAB	1			1
849304	propoxyphene nap/acetaminophen 100 mg-500 mg ORAL TABLET	1			1
849304	propoxyphene napsylate 100 MG / acetaminophen 500 MG Oral Tablet	1			1
849304	Propoxyphene Napsylate 100mg, Acetaminophen 500mg Oral tablet	1			1
849304	propoxyphene napsylate/acetaminophen 100 mg-500 mg ORAL TABLET	1			1
849304	propoxyphene napsylate/acetaminophen@100 mg-500 mg@ORAL@TABLET	1			1
856903	acetaminophen 500 MG / hydrocodone bitartrate 5 MG Oral Tablet	1			1
856903	Acetaminophen 500 mg and hydrocodone bitartrate 5 mg oral tablet	1			1
856903	acetaminophen-hydrocodone 500 mg-5 mg oral tablet	1			1
856903	Acetaminophen-Hydrocodone Bitartrate, 500 mg-5 mg oral tablet	1			1
856903	Acetaminophen/Hydrocodone Bitartrate 325 MG-10 MG Oral Tablet [GESIC 5]	1			1
856903	Acetaminophen/Hydrocodone Bitartrate 500 MG-5 MG Oral Tablet	1			1
856903	Acetaminophen/Hydrocodone Bitartrate 500 MG-5 MG Oral Tablet [DOLFEN]	1			1
856903	Acetaminophen/Hydrocodone Bitartrate 500 MG-5 MG Oral Tablet [DURADYNE DHC]	1			1
856903	Acetaminophen/Hydrocodone Bitartrate 500 MG-5 MG Oral Tablet [HYCOTAB]	1			1
856903	Acetaminophen/Hydrocodone Bitartrate 500 MG-5 MG Oral Tablet [HYDROCODONE BITARTRATE-ACETAMINOPHEN]	1			1
856903	APAP 500 MG / hydrocodone bitartrate 5 MG Oral Tablet	1			1
856903	Aspirin/Caffeine/Hydrocodone Bitartrate Oral Tablet [ANODYNOS-DHC]	1			1
856903	Comfortpak 500mg-5mg Tablet	1			1
856903	HYDROCODONE 5/ACETAMINOPHEN 500MG TAB	1			1
856903	HYDROCODONE 5/ACETAMINOPHEN 500MG TAB UD	1			1
856903	HYDROCODONE 5MG/ACETAMINOPHEN 500MG TAB	1			1
856903	HYDROCODONE 5MG/ACETAMINOPHEN 500MG TAB,UD	1			1
856903	HYDROCODONE BITARTRATE 5 mg / ACETAMINOPHEN 500 mg ORAL TABLET	1			1
856903	HYDROCODONE BITARTRATE 5 mg / ACETAMINOPHEN 500 mg ORAL TABLET [HYDROCODONE BITARTRATE AND ACETAMINOPHEN]	1			1
856903	Hydrocodone bitartrate 5 mg and paracetamol 500 mg oral tablet	1			1
856903	Hydrocodone Bitartrate 5 MILLIGRAM In 1 TABLET / Acetaminophen 500 MILLIGRAM In 1 TABLET ORAL TABLET	1			1
856903	Hydrocodone Bitartrate 5mg, Acetaminophen 500mg Oral tablet	1			1
856903	hydrocodone bitartrate/acetaminophen 5 mg-500 mg ORAL TABLET	1			1
856903	hydrocodone bitartrate/acetaminophen@5 mg-500 mg@ORAL@TABLET	1			1
856903	hydrocodone/acetaminophen 5 mg-500 mg ORAL TABLET	1			1
856903	Product containing precisely hydrocodone bitartrate 5 milligram and paracetamol 500 milligram/1 each conventional release oral tablet (clinical drug)	1			1
856908	acetaminophen 660 MG / hydrocodone bitartrate 10 MG Oral Tablet	1			1
856908	Acetaminophen 660 mg and hydrocodone bitartrate 10 mg oral tablet	1			1
856908	acetaminophen-hydrocodone 660 mg-10 mg oral tablet	1			1
856908	Acetaminophen-Hydrocodone Bitartrate, 660 mg-10 mg oral tablet	1			1
856908	Acetaminophen/Hydrocodone Bitartrate 660 MG-10 MG Oral Tablet	1			1
856908	Acetaminophen/Hydrocodone Bitartrate 660 MG-10 MG Oral Tablet [HYDROCODONE BITARTRATE-ACETAMINOPHEN]	1			1
856908	APAP 660 MG / hydrocodone bitartrate 10 MG Oral Tablet	1			1
856908	HYDROCODONE 10MG/ACETAMINOPHEN 660MG TAB	1			1
856908	HYDROCODONE BITARTRATE 10 mg / ACETAMINOPHEN 660 mg ORAL TABLET	1			1
856908	Hydrocodone bitartrate 10 mg and paracetamol 660 mg oral tablet	1			1
856908	Hydrocodone Bitartrate 10mg, Acetaminophen 660mg Oral tablet	1			1
856908	hydrocodone bitartrate/acetaminophen 10 mg-660 mg ORAL TABLET	1			1
856908	hydrocodone bitartrate/acetaminophen@10 mg-660 mg@ORAL@TABLET	1			1
856908	hydrocodone/acetaminophen 10 mg-660 mg ORAL TABLET	1			1
856908	Product containing precisely hydrocodone bitartrate 10 milligram and paracetamol 660 milligram/1 each conventional release oral tablet (clinical drug)	1			1
856940	acetaminophen 108 MG / hydrocodone bitartrate 2.5 MG per 5 ML Oral Solution	1			1
856940	acetaminophen 21.7 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution	1			1
856940	Acetaminophen 21.7 mg/mL and hydrocodone bitartrate 500 microgram/mL oral solution	1			1
856940	acetaminophen 217 MG / hydrocodone bitartrate 5 MG per 10 ML Oral Solution	1			1
856940	acetaminophen 325 MG / hydrocodone bitartrate 7.5 MG per 15 ML Oral Solution	1			1
856940	ACETAMINOPHEN 325 mg in 15 mL / HYDROCODONE BITARTRATE 7.5 mg in 15 mL ORAL SOLUTION [Hydrocodone Bitartrate and Acetaminophen]	1			1
856940	acetaminophen-hydrocodone 108 mg-2.5 mg/5 mL oral liquid	1			1
856940	acetaminophen-hydrocodone 217 mg-5 mg/10 mL oral liquid	1			1
856940	acetaminophen-hydrocodone 325 mg-7.5 mg/15 mL oral solution	1			1
856940	Acetaminophen-Hydrocodone Bitartrate, 108 mg-2.5 mg/5 mL oral liquid	1			1
856940	Acetaminophen-Hydrocodone Bitartrate, 217 mg-5 mg/10 mL oral liquid	1			1
856940	Acetaminophen-Hydrocodone Bitartrate, 325 mg-7.5 mg/15 mL oral solution	1			1
856940	Acetaminophen/Hydrocodone Bitartrate 108 MG/5 ML-2.5 MG/5 ML Oral Solution	1			1
856940	Acetaminophen/Hydrocodone Bitartrate 217 MG/10 ML-5 MG/10 ML Oral Solution	1			1
856940	Acetaminophen/Hydrocodone Bitartrate 325 MG/15 ML-7.5 MG/15 ML Oral Elixir	1			1
856940	Acetaminophen/Hydrocodone Bitartrate 325 MG/15 ML-7.5 MG/15 ML Oral Elixir [HYDROCODONE BITARTRATE-ACETAMINOPHEN]	1			1
856940	Acetaminophen/Hydrocodone Bitartrate 325 MG/15 ML-7.5 MG/15 ML Oral Solution	1			1
856940	Acetaminophen/Hydrocodone Bitartrate 325 MG/15 ML-7.5 MG/15 ML Oral Solution [HYDROCODONE BITARTRATE-ACETAMINOPHEN]	1			1
856940	APAP 21.7 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML Oral Solution	1			1
856940	HYDROCODONE 2.5/APAP 108MG/5ML SOLN 5ML	1			1
856940	HYDROCODONE 2.5MG/ACETAMINOPHEN 108MG/5ML SOLN,ORAL,5ML	1			1
856940	HYDROCODONE 5/APAP 217MG/10ML SOLN 10ML	1			1
856940	HYDROCODONE 5MG/ACETAMINOPHEN 217MG/10ML SOLN,ORAL,10ML	1			1
856940	HYDROCODONE 7.5/ACETAMINOPHEN 325MG/15ML	1			1
856940	HYDROCODONE 7.5/APAP 325MG/15ML SOL 15ML	1			1
856940	HYDROCODONE 7.5MG/ACETAMINOPHEN 325MG/15ML SOLN,ORAL	1			1
856940	HYDROCODONE 7.5MG/ACETAMINOPHEN 325MG/15ML SOLN,ORAL,15ML	1			1
856940	HYDROCODONE BITARTRATE 2.5 mg in 5 mL / ACETAMINOPHEN 108 mg in 5 mL ORAL SOLUTION	1			1
856940	HYDROCODONE BITARTRATE 2.5 mg in 5 mL / ACETAMINOPHEN 108 mg in 5 mL ORAL SOLUTION [Hydrocodone Bitartrate and Acetaminophen]	1			1
856940	Hydrocodone Bitartrate 2.5mg/5mL, Acetaminophen 108mg/5mL Oral solution	1			1
856940	HYDROCODONE BITARTRATE 5 mg in 10 mL / ACETAMINOPHEN 217 mg in 10 mL ORAL SOLUTION	1			1
856940	HYDROCODONE BITARTRATE 5 mg in 10 mL / ACETAMINOPHEN 217 mg in 10 mL ORAL SOLUTION [Hydrocodone Bitartrate and Acetaminophen]	1			1
856940	Hydrocodone bitartrate 500 microgram/mL and paracetamol 21.7 mg/mL oral solution	1			1
856940	Hydrocodone Bitartrate 5mg/10mL, Acetaminophen 217mg/10mL Oral solution	1			1
856940	HYDROcodone bitartrate 7.5 MG / acetaminophen 325 MG in 15 mL Oral Solution	1			1
856940	HYDROCODONE BITARTRATE 7.5 mg in 15 mL / ACETAMINOPHEN 325 mg in 15 mL ORAL SOLUTION	1			1
856940	hydrocodone bitartrate 7.5 mg in 15 mL / acetaminophen 325 mg in 15 mL ORAL SOLUTION [Hydrocodone Bitartrate and Acetaminophen]	1			1
856940	Hydrocodone Bitartrate 7.5mg/15mL, Acetaminophen 325mg/15mL Oral solution	1			1
856940	hydrocodone bitartrate/acetaminophen 2.5 mg-108 mg/5 mL ORAL SOLUTION, ORAL	1			1
856940	hydrocodone bitartrate/acetaminophen 5 mg-217 mg/10 mL ORAL SOLUTION, ORAL	1			1
856940	hydrocodone bitartrate/acetaminophen 7.5 mg-325 mg/15 mL (15 mL) ORAL SOLUTION, ORAL	1			1
856940	hydrocodone bitartrate/acetaminophen 7.5 mg-325 mg/15 mL ORAL SOLUTION, ORAL	1			1
856940	hydrocodone bitartrate/acetaminophen@2.5 mg-108 mg/5 mL@ORAL@SOLUTION, ORAL	1			1
856940	hydrocodone bitartrate/acetaminophen@5 mg-217 mg/10 mL@ORAL@SOLUTION, ORAL	1			1
856940	hydrocodone bitartrate/acetaminophen@7.5 mg-325 mg/15 mL (15 mL)@ORAL@SOLUTION, ORAL	1			1
856940	hydrocodone bitartrate/acetaminophen@7.5 mg-325 mg/15 mL@ORAL@SOLUTION, ORAL	1			1
856940	hydrocodone/acetaminophen 2.5 mg-108 mg/5 mL ORAL SOLUTION, ORAL	1			1
856940	hydrocodone/acetaminophen 5 mg-217 mg/10 mL ORAL SOLUTION, ORAL	1			1
856940	hydrocodone/acetaminophen 7.5 mg-325 mg/15 mL (15 mL) ORAL SOLUTION, ORAL	1			1
856940	hydrocodone/acetaminophen 7.5 mg-325 mg/15 mL ORAL SOLUTION, ORAL	1			1
856940	Product containing precisely hydrocodone bitartrate 500 microgram/1 milliliter and paracetamol 21.7 milligram/1 milliliter conventional release oral solution (clinical drug)	1			1
856942	acetaminophen 21.7 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution [Hycet]	1			1
856942	Acetaminophen/Hydrocodone Bitartrate 325 MG/15 ML-7.5 MG/15 ML Oral Elixir [HYCET]	1			1
856942	APAP 21.7 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML Oral Solution [Hycet]	1			1
856942	Hycet (hydrocodone bitartrate 7.5 MG / acetaminophen 325 MG) per 15 ML Oral Solution	1			1
856942	Hycet 7.5 MG / 325 MG in 15 mL Oral Solution	1			1
856942	Hycet 7.5mg-325mg/15ml Solution	1			1
856942	Hycet, 325 mg-7.5 mg/15 mL oral solution	1			1
856942	Hydrocodone Bitartrate 7.5 mg in 15 mL / Acetaminophen 325 mg in 15 mL ORAL SOLUTION [Hycet]	1			1
856944	acetaminophen 21.7 MG/ML / hydrocodone bitartrate 0.67 MG/ML Oral Solution	1			1
856944	acetaminophen 325 MG / hydrocodone bitartrate 10 MG per 15 ML Oral Solution	1			1
856944	acetaminophen-hydrocodone 325 mg-10 mg/15 mL oral solution	1			1
856944	Acetaminophen-Hydrocodone Bitartrate, 325 mg-10 mg/15 mL oral solution	1			1
856944	Acetaminophen/Hydrocodone Bitartrate 163 MG/7.5 ML-5 MG/7.5 ML Oral Solution	1			1
856944	Acetaminophen/Hydrocodone Bitartrate 325 MG/15 ML-10 MG/15 ML Oral Solution	1			1
856944	APAP 163 MG / hydrocodone bitartrate 5 MG per 7.5 ML Oral Solution	1			1
856944	APAP 21.7 MG/ML / Hydrocodone Bitartrate 0.67 MG/ML Oral Solution	1			1
856944	HYDROCODONE 10/ACETAMINOPHEN 325MG/15ML	1			1
856944	HYDROCODONE 10MG/ACETAMINOPHEN 325MG/15ML SOLN,ORAL	1			1
856944	HYDROcodone bitartrate 10 MG / acetaminophen 325 MG in 15 mL Oral Solution	1			1
856944	Hydrocodone Bitartrate 10mg/15mL, Acetaminophen 325mg/15mL Oral solution	1			1
856944	Hydrocodone Bitartrate 5mg/7.5mL, Acetaminophen 163mg/7.5mL Oral solution	1			1
856944	hydrocodone bitartrate/acetaminophen 10 mg-325 mg/15 mL (15 mL) ORAL SOLUTION, ORAL	1			1
856944	hydrocodone bitartrate/acetaminophen 10 mg-325 mg/15 mL ORAL SOLUTION, ORAL	1			1
856944	hydrocodone bitartrate/acetaminophen 5 mg-163 mg/7.5 mL (7.5 mL) ORAL SOLUTION, ORAL	1			1
856944	hydrocodone bitartrate/acetaminophen@10 mg-325 mg/15 mL (15 mL)@ORAL@SOLUTION, ORAL	1			1
856944	hydrocodone bitartrate/acetaminophen@10 mg-325 mg/15 mL@ORAL@SOLUTION, ORAL	1			1
856944	hydrocodone bitartrate/acetaminophen@5 mg-163 mg/7.5 mL (7.5 mL)@ORAL@SOLUTION, ORAL	1			1
856944	hydrocodone/acetaminophen 10 mg-325 mg/15 mL (15 mL) ORAL SOLUTION, ORAL	1			1
856944	hydrocodone/acetaminophen 10 mg-325 mg/15 mL ORAL SOLUTION, ORAL	1			1
856944	hydrocodone/acetaminophen 5 mg-163 mg/7.5 mL (7.5 mL) ORAL SOLUTION, ORAL	1			1
856946	acetaminophen 21.7 MG/ML / hydrocodone bitartrate 0.67 MG/ML Oral Solution [Zamicet]	1			1
856946	Acetaminophen/Hydrocodone Bitartrate 325 MG/15 ML-10 MG/15 ML Oral Solution [ZAMICET]	1			1
856946	APAP 21.7 MG/ML / Hydrocodone Bitartrate 0.67 MG/ML Oral Solution [Zamicet]	1			1
856946	HYDROCODONE BITARTRATE 10 mg in 15 mL / ACETAMINOPHEN 325 mg in 15 mL ORAL SOLUTION [Zamicet]	1			1
856946	HYDROCODONE BITARTRATE 5 mg in 7.5 mL / ACETAMINOPHEN 163 mg in 7.5 mL ORAL SOLUTION [Zamicet]	1			1
856946	Zamicet (hydrocodone bitartrate 10 MG / acetaminophen 325 MG) per 15 ML Oral Solution	1			1
856946	Zamicet (hydrocodone bitartrate 5 MG / acetaminophen 163 MG) per 7.5 ML Oral Solution	1			1
856946	Zamicet 10 MG / 325 MG in 15 mL Oral Solution	1			1
856946	Zamicet 10mg-325mg/15ml Solution	1			1
856946	Zamicet 5mg-163mg/7.5ml Solution	1			1
856946	Zamicet, 325 mg-10 mg/15 mL oral solution	1			1
856962	acetaminophen 500 MG / hydrocodone bitartrate 5 MG Oral Capsule	1			1
856962	Acetaminophen 500 mg and hydrocodone bitartrate 5 mg oral capsule	1			1
856962	acetaminophen-hydrocodone 500 mg-5 mg oral capsule	1			1
856962	Acetaminophen-Hydrocodone Bitartrate, 500 mg-5 mg oral capsule	1			1
856962	Acetaminophen/Hydrocodone Bitartrate 500 MG-5 MG Oral Capsule	1			1
856962	Acetaminophen/Hydrocodone Bitartrate 500 MG-5 MG Oral Capsule [BANCAP HC]	1			1
856962	Acetaminophen/Hydrocodone Bitartrate 500 MG-5 MG Oral Capsule [HYDROCODONE BITARTRATE-ACETAMINOPHEN]	1			1
856962	Acetaminophen/Hydrocodone Bitartrate 500 MG-5 MG Oral Capsule [MEGAGESIC]	1			1
856962	Acetaminophen/Hydrocodone Bitartrate 500 MG-5 MG Oral Capsule [MEGAMOR]	1			1
856962	Acetaminophen/Hydrocodone Bitartrate 500 MG-5 MG Oral Capsule [NORCET]	1			1
856962	Acetaminophen/Hydrocodone Bitartrate 500 MG-5 MG Oral Capsule [PROPAIN HC]	1			1
856962	Acetaminophen/Hydrocodone Bitartrate 500 MG-5 MG Oral Capsule [RO-CODONE]	1			1
856962	APAP 500 MG / hydrocodone bitartrate 5 MG Oral Capsule	1			1
856962	HYDROCODONE 5/ACETAMINOPHEN 500MG CAP	1			1
856962	HYDROCODONE 5MG/ACETAMINOPHEN 500MG CAP	1			1
856962	HYDROcodone bitartrate 5 MG / acetaminophen 500 MG Oral Capsule	1			1
856962	Hydrocodone bitartrate 5 mg and paracetamol 500 mg oral capsule	1			1
856962	Hydrocodone Bitartrate 5mg, Acetaminophen 500mg Oral capsule	1			1
856962	hydrocodone bitartrate/acetaminophen 5 mg-500 mg ORAL CAPSULE	1			1
856962	hydrocodone bitartrate/acetaminophen@5 mg-500 mg@ORAL@CAPSULE	1			1
856962	hydrocodone/acetaminophen 5 mg-500 mg ORAL CAPSULE	1			1
856962	Product containing precisely hydrocodone bitartrate 5 milligram and paracetamol 500 milligram/1 each conventional release oral capsule (clinical drug)	1			1
856980	acetaminophen 300 MG / hydrocodone bitartrate 10 MG Oral Tablet	1			1
856980	Acetaminophen 300 mg and hydrocodone bitartrate 10 mg oral tablet	1			1
856980	acetaminophen-hydrocodone 300 mg-10 mg oral tablet	1			1
856980	Acetaminophen-Hydrocodone Bitartrate, 300 mg-10 mg oral tablet	1			1
856980	Acetaminophen/Hydrocodone Bitartrate 300 MG-10 MG Oral Tablet	1			1
856980	Acetaminophen/Hydrocodone Bitartrate 300 MG-10 MG Oral Tablet [HYDROCODONE BITARTRATE-ACETAMINOPHEN]	1			1
856980	APAP 300 MG / hydrocodone bitartrate 10 MG Oral Tablet	1			1
856980	HYDROCODONE 10MG/ACETAMINOPHEN 300MG TAB	1			1
856980	HYDROCODONE BITARTRATE 10 mg / ACETAMINOPHEN 300 mg ORAL TABLET	1			1
856980	Hydrocodone bitartrate 10 mg and paracetamol 300 mg oral tablet	1			1
856980	Hydrocodone Bitartrate 10mg, Acetaminophen 300mg Oral tablet	1			1
856980	hydrocodone bitartrate/acetaminophen 10 mg-300 mg ORAL TABLET	1			1
856980	hydrocodone bitartrate/acetaminophen@10 mg-300 mg@ORAL@TABLET	1			1
856980	hydrocodone/acetaminophen 10 mg-300 mg ORAL TABLET	1			1
856980	Product containing precisely hydrocodone bitartrate 10 milligram and paracetamol 300 milligram/1 each conventional release oral tablet (clinical drug)	1			1
856987	ACETAMINOPHEN 300 mg / HYDROCODONE BITARTRATE 5 mg ORAL TABLET	1			1
856987	Acetaminophen 300 mg and hydrocodone bitartrate 5 mg oral tablet	1			1
856987	acetaminophen-hydrocodone 300 mg-5 mg oral tablet	1			1
856987	Acetaminophen-Hydrocodone Bitartrate, 300 mg-5 mg oral tablet	1			1
856987	Acetaminophen/Hydrocodone Bitartrate 300 MG-5 MG Oral Tablet	1			1
856987	Acetaminophen/Hydrocodone Bitartrate 300 MG-5 MG Oral Tablet [HYDROCODONE BITARTRATE-ACETAMINOPHEN]	1			1
856987	APAP 300 MG / hydrocodone bitartrate 5 MG Oral Tablet	1			1
856987	HYDROCODONE 5MG/ACETAMINOPHEN 300MG TAB	1			1
856987	HYDROCODONE BITARTRATE 5 mg / ACETAMINOPHEN 300 mg ORAL TABLET	1			1
856987	Hydrocodone bitartrate 5 mg and paracetamol 300 mg oral tablet	1			1
856987	Hydrocodone Bitartrate 5mg, Acetaminophen 300mg Oral tablet	1			1
856987	hydrocodone bitartrate/acetaminophen 5 mg-300 mg ORAL TABLET	1			1
856987	hydrocodone bitartrate/acetaminophen@5 mg-300 mg@ORAL@TABLET	1			1
856987	hydrocodone/acetaminophen 5 mg-300 mg ORAL TABLET	1			1
856987	Product containing precisely hydrocodone bitartrate 5 milligram and paracetamol 300 milligram/1 each conventional release oral tablet (clinical drug)	1			1
856992	ACETAMINOPHEN 300 mg / HYDROCODONE BITARTRATE 7.5 mg ORAL TABLET	1			1
856992	acetaminophen-hydrocodone 300 mg-7.5 mg oral tablet	1			1
856992	Acetaminophen-Hydrocodone Bitartrate, 300 mg-7.5 mg oral tablet	1			1
856992	Acetaminophen/Hydrocodone Bitartrate 300 MG-7.5 MG Oral Tablet	1			1
856992	Acetaminophen/Hydrocodone Bitartrate 300 MG-7.5 MG Oral Tablet [HYDROCODONE BITARTRATE-ACETAMINOPHEN]	1			1
856992	APAP 300 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet	1			1
856992	HYDROCODONE 7.5/ACETAMINOPHEN 300MG TAB	1			1
856992	HYDROCODONE 7.5MG/ACETAMINOPHEN 300MG TAB	1			1
856992	HYDROCODONE BITARTRATE 7.5 mg / ACETAMINOPHEN 300 mg ORAL TABLET	1			1
856992	Hydrocodone Bitartrate 7.5mg, Acetaminophen 300mg Oral tablet	1			1
856992	hydrocodone bitartrate/acetaminophen 7.5 mg-300 mg ORAL TABLET	1			1
856992	hydrocodone bitartrate/acetaminophen@7.5 mg-300 mg@ORAL@TABLET	1			1
856992	hydrocodone/acetaminophen 7.5 mg-300 mg ORAL TABLET	1			1
856999	ACETAMINOPHEN 325 mg / HYDROCODONE BITARTRATE 10 mg ORAL TABLET	1			1
856999	Acetaminophen 325 mg and hydrocodone bitartrate 10 mg oral tablet	1			1
856999	acetaminophen-hydrocodone 325 mg-10 mg oral tablet	1			1
856999	Acetaminophen-Hydrocodone Bitartrate, 325 mg-10 mg oral tablet	1			1
856999	Acetaminophen/Hydrocodone Bitartrate 325 MG-10 MG Oral Tablet	1			1
856999	Acetaminophen/Hydrocodone Bitartrate 325 MG-10 MG Oral Tablet [HYDROCODONE BITARTRATE-ACETAMINOPHEN]	1			1
856999	APAP 325 MG / hydrocodone bitartrate 10 MG Oral Tablet	1			1
856999	HYDROCODONE 10/ACETAMINOPHEN 325MG TAB	1			1
856999	HYDROCODONE 10MG/ACETAMINOPHEN 325MG TAB	1			1
856999	HYDROCODONE BITARTRATE 10 mg / ACETAMINOPHEN 325 mg ORAL TABLET	1			1
856999	HYDROCODONE BITARTRATE 10 mg / ACETAMINOPHEN 325 mg ORAL TABLET [HYDROCODONE BIT/APAP]	1			1
856999	HYDROCODONE BITARTRATE 10 mg / ACETAMINOPHEN 325 mg ORAL TABLET [HYDROCODONE BITARTRATE AND ACETAMINOPHEN]	1			1
856999	Hydrocodone bitartrate 10 mg and paracetamol 325 mg oral tablet	1			1
856999	Hydrocodone Bitartrate 10mg, Acetaminophen 325mg Oral tablet	1			1
856999	hydrocodone bitartrate/acetaminophen 10 mg-325 mg ORAL TABLET	1			1
856999	hydrocodone bitartrate/acetaminophen@10 mg-325 mg@ORAL@TABLET	1			1
856999	hydrocodone/acetaminophen 10 mg-325 mg ORAL TABLET	1			1
856999	Product containing precisely hydrocodone bitartrate 10 milligram and paracetamol 325 milligram/1 each conventional release oral tablet (clinical drug)	1			1
857001	acetaminophen 325 MG / hydrocodone bitartrate 10 MG Oral Tablet [Norco]	1			1
857001	Acetaminophen/Hydrocodone Bitartrate 325 MG-10 MG Oral Tablet [NORCO]	1			1
857001	APAP 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Norco]	1			1
857001	HYDROCODONE BITARTRATE 10 mg / ACETAMINOPHEN 325 mg ORAL TABLET [Norco]	1			1
857001	NORCO 10 MG / 325 MG Oral Tablet	1			1
857001	Norco 10/325 (hydrocodone / APAP) Oral Tablet	1			1
857001	Norco 10mg-325mg Tablet	1			1
857001	Norco, 325 mg-10 mg oral tablet	1			1
857002	ACETAMINOPHEN 325 mg / HYDROCODONE BITARTRATE 5 mg ORAL TABLET	1			1
857002	Acetaminophen 325 mg and hydrocodone bitartrate 5 mg oral tablet	1			1
857002	acetaminophen-hydrocodone 325 mg-5 mg oral tablet	1			1
857002	Acetaminophen-Hydrocodone Bitartrate, 325 mg-5 mg oral tablet	1			1
857002	Acetaminophen/Hydrocodone Bitartrate 325 MG-5 MG Oral Tablet	1			1
857002	Acetaminophen/Hydrocodone Bitartrate 325 MG-5 MG Oral Tablet [HYDROCODONE BITARTRATE-ACETAMINOPHEN]	1			1
857002	APAP 325 MG / hydrocodone bitartrate 5 MG Oral Tablet	1			1
857002	HYDROCODONE 5MG/ACETAMINOPHEN 325MG TAB	1			1
857002	HYDROCODONE BITARTRATE 5 mg / ACETAMINOPHEN 325 mg ORAL TABLET	1			1
