RXCUI	STR
993755	acetaminophen 120 mg-codeine 12 mg/5 mL (5 mL) oral solution
993757	acetaminophen 120 mg-codeine 12 mg/5 mL (5 mL) oral solution
993764	acetaminophen 120 mg-codeine 12 mg/5 mL (5 mL) oral solution
993793	acetaminophen 120 mg-codeine 12 mg/5 mL (5 mL) oral solution
993819	acetaminophen 120 mg-codeine 12 mg/5 mL (5 mL) oral solution
993933	acetaminophen 120 mg-codeine 12 mg/5 mL (5 mL) oral solution
993939	acetaminophen 120 mg-codeine 12 mg/5 mL (5 mL) oral solution
1115966	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
1545976	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
161	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
1652891	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
216834	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
218221	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
219198	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
220586	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
235412	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
236131	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
236236	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
261685	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
2670	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
2672	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
402563	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
540435	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
540518	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
702747	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
817579	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
851961	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
852033	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
852042	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
852050	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
91104	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
993755	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
993757	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
993764	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
993793	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
993819	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
993933	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
993939	acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution
1115966	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
1545976	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
161	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
1652891	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
216834	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
218221	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
219198	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
220586	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
235412	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
236131	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
236236	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
261685	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
2670	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
2672	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
402563	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
540435	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
540518	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
702747	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
817579	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
851961	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
852033	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
852042	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
852050	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
91104	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
993755	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
993757	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
993764	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
993793	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
993819	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
993933	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
993939	acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution
1010598	buprenorphine 4 mg-naloxone 1 mg sublingual film
1307056	buprenorphine 4 mg-naloxone 1 mg sublingual film
1307058	buprenorphine 4 mg-naloxone 1 mg sublingual film
1431077	buprenorphine 4 mg-naloxone 1 mg sublingual film
1542391	buprenorphine 4 mg-naloxone 1 mg sublingual film
1819	buprenorphine 4 mg-naloxone 1 mg sublingual film
203192	buprenorphine 4 mg-naloxone 1 mg sublingual film
203841	buprenorphine 4 mg-naloxone 1 mg sublingual film
2106363	buprenorphine 4 mg-naloxone 1 mg sublingual film
352364	buprenorphine 4 mg-naloxone 1 mg sublingual film
352990	buprenorphine 4 mg-naloxone 1 mg sublingual film
7242	buprenorphine 4 mg-naloxone 1 mg sublingual film
1010598	buprenorphine 12 mg-naloxone 3 mg sublingual film
1307061	buprenorphine 12 mg-naloxone 3 mg sublingual film
1307063	buprenorphine 12 mg-naloxone 3 mg sublingual film
1431077	buprenorphine 12 mg-naloxone 3 mg sublingual film
1542391	buprenorphine 12 mg-naloxone 3 mg sublingual film
1819	buprenorphine 12 mg-naloxone 3 mg sublingual film
203192	buprenorphine 12 mg-naloxone 3 mg sublingual film
203841	buprenorphine 12 mg-naloxone 3 mg sublingual film
2106363	buprenorphine 12 mg-naloxone 3 mg sublingual film
352364	buprenorphine 12 mg-naloxone 3 mg sublingual film
352990	buprenorphine 12 mg-naloxone 3 mg sublingual film
7242	buprenorphine 12 mg-naloxone 3 mg sublingual film
1010598	buprenorphine 4 mg-naloxone 1 mg sublingual film
1307056	buprenorphine 4 mg-naloxone 1 mg sublingual film
1307058	buprenorphine 4 mg-naloxone 1 mg sublingual film
1819	buprenorphine 4 mg-naloxone 1 mg sublingual film
203192	buprenorphine 4 mg-naloxone 1 mg sublingual film
203841	buprenorphine 4 mg-naloxone 1 mg sublingual film
352364	buprenorphine 4 mg-naloxone 1 mg sublingual film
352990	buprenorphine 4 mg-naloxone 1 mg sublingual film
7242	buprenorphine 4 mg-naloxone 1 mg sublingual film
1010598	buprenorphine 12 mg-naloxone 3 mg sublingual film
1307061	buprenorphine 12 mg-naloxone 3 mg sublingual film
1307063	buprenorphine 12 mg-naloxone 3 mg sublingual film
1819	buprenorphine 12 mg-naloxone 3 mg sublingual film
203192	buprenorphine 12 mg-naloxone 3 mg sublingual film
203841	buprenorphine 12 mg-naloxone 3 mg sublingual film
352364	buprenorphine 12 mg-naloxone 3 mg sublingual film
352990	buprenorphine 12 mg-naloxone 3 mg sublingual film
7242	buprenorphine 12 mg-naloxone 3 mg sublingual film
1433251	HYDROmorphone 0.5 mg/0.5 mL injection syringe
153352	HYDROmorphone 0.5 mg/0.5 mL injection syringe
1872752	HYDROmorphone 0.5 mg/0.5 mL injection syringe
203177	HYDROmorphone 0.5 mg/0.5 mL injection syringe
224913	HYDROmorphone 0.5 mg/0.5 mL injection syringe
225549	HYDROmorphone 0.5 mg/0.5 mL injection syringe
3423	HYDROmorphone 0.5 mg/0.5 mL injection syringe
492013	HYDROmorphone 0.5 mg/0.5 mL injection syringe
897756	HYDROmorphone 0.5 mg/0.5 mL injection syringe
902730	HYDROmorphone 0.5 mg/0.5 mL injection syringe
1010598	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
1431077	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
1431102	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
1431104	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
1542391	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
1819	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
203192	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
203841	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
2106363	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
352364	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
352990	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
7242	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
1010598	buprenorphine 1.4 mg-naloxone 0.36 mg sublingual tablet
1431076	buprenorphine 1.4 mg-naloxone 0.36 mg sublingual tablet
1431077	buprenorphine 1.4 mg-naloxone 0.36 mg sublingual tablet
1431083	buprenorphine 1.4 mg-naloxone 0.36 mg sublingual tablet
1819	buprenorphine 1.4 mg-naloxone 0.36 mg sublingual tablet
203192	buprenorphine 1.4 mg-naloxone 0.36 mg sublingual tablet
203841	buprenorphine 1.4 mg-naloxone 0.36 mg sublingual tablet
352364	buprenorphine 1.4 mg-naloxone 0.36 mg sublingual tablet
7242	buprenorphine 1.4 mg-naloxone 0.36 mg sublingual tablet
1010598	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
1431077	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
1431102	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
1431104	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
1819	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
203192	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
203841	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
352364	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
7242	buprenorphine 5.7 mg-naloxone 1.4 mg sublingual tablet
1115966	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
1431286	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
1433802	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
1545976	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
161	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
1652891	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
1886	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
19860	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
20033	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
217126	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
235412	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
236112	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
236131	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
236236	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
2670	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
2672	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
352894	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
402563	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
689561	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
91104	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
1115966	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
1431286	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
1433802	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
1545976	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
161	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
1652891	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
1886	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
19860	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
20033	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
217126	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
235412	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
236112	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
236131	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
236236	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
2670	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
2672	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
402563	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
689561	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
91104	butalbital 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap
1432969	buprenorphine 15 mcg/hour weekly transdermal patch
1432971	buprenorphine 15 mcg/hour weekly transdermal patch
1488635	buprenorphine 15 mcg/hour weekly transdermal patch
1594651	buprenorphine 15 mcg/hour weekly transdermal patch
1716058	buprenorphine 15 mcg/hour weekly transdermal patch
1819	buprenorphine 15 mcg/hour weekly transdermal patch
1996185	buprenorphine 15 mcg/hour weekly transdermal patch
203841	buprenorphine 15 mcg/hour weekly transdermal patch
2599847	buprenorphine 15 mcg/hour weekly transdermal patch
2639023	buprenorphine 15 mcg/hour weekly transdermal patch
904871	buprenorphine 15 mcg/hour weekly transdermal patch
1432969	buprenorphine 15 mcg/hour weekly transdermal patch
1432971	buprenorphine 15 mcg/hour weekly transdermal patch
1819	buprenorphine 15 mcg/hour weekly transdermal patch
203841	buprenorphine 15 mcg/hour weekly transdermal patch
904871	buprenorphine 15 mcg/hour weekly transdermal patch
1044427	hydrocodone 10 mg-acetaminophen 300 mg/15 mL oral solution
142439	hydrocodone 10 mg-acetaminophen 300 mg/15 mL oral solution
1442445	hydrocodone 10 mg-acetaminophen 300 mg/15 mL oral solution
144254	hydrocodone 10 mg-acetaminophen 300 mg/15 mL oral solution
161	hydrocodone 10 mg-acetaminophen 300 mg/15 mL oral solution
214182	hydrocodone 10 mg-acetaminophen 300 mg/15 mL oral solution
218082	hydrocodone 10 mg-acetaminophen 300 mg/15 mL oral solution
218084	hydrocodone 10 mg-acetaminophen 300 mg/15 mL oral solution
221107	hydrocodone 10 mg-acetaminophen 300 mg/15 mL oral solution
236931	hydrocodone 10 mg-acetaminophen 300 mg/15 mL oral solution
314667	hydrocodone 10 mg-acetaminophen 300 mg/15 mL oral solution
5489	hydrocodone 10 mg-acetaminophen 300 mg/15 mL oral solution
597355	hydrocodone 10 mg-acetaminophen 300 mg/15 mL oral solution
151999	morphine 2 mg/mL intravenous syringe
152164	morphine 2 mg/mL intravenous syringe
152356	morphine 2 mg/mL intravenous syringe
152785	morphine 2 mg/mL intravenous syringe
152996	morphine 2 mg/mL intravenous syringe
153664	morphine 2 mg/mL intravenous syringe
1729197	morphine 2 mg/mL intravenous syringe
1745876	morphine 2 mg/mL intravenous syringe
1871435	morphine 2 mg/mL intravenous syringe
203240	morphine 2 mg/mL intravenous syringe
203353	morphine 2 mg/mL intravenous syringe
203354	morphine 2 mg/mL intravenous syringe
203355	morphine 2 mg/mL intravenous syringe
203356	morphine 2 mg/mL intravenous syringe
203357	morphine 2 mg/mL intravenous syringe
203358	morphine 2 mg/mL intravenous syringe
2055303	morphine 2 mg/mL intravenous syringe
219576	morphine 2 mg/mL intravenous syringe
219632	morphine 2 mg/mL intravenous syringe
225993	morphine 2 mg/mL intravenous syringe
235751	morphine 2 mg/mL intravenous syringe
235774	morphine 2 mg/mL intravenous syringe
30236	morphine 2 mg/mL intravenous syringe
352452	morphine 2 mg/mL intravenous syringe
353616	morphine 2 mg/mL intravenous syringe
477397	morphine 2 mg/mL intravenous syringe
477468	morphine 2 mg/mL intravenous syringe
583440	morphine 2 mg/mL intravenous syringe
7052	morphine 2 mg/mL intravenous syringe
885779	morphine 2 mg/mL intravenous syringe
998212	morphine 2 mg/mL intravenous syringe
151999	morphine 4 mg/mL intravenous syringe
152164	morphine 4 mg/mL intravenous syringe
152356	morphine 4 mg/mL intravenous syringe
152785	morphine 4 mg/mL intravenous syringe
152996	morphine 4 mg/mL intravenous syringe
153664	morphine 4 mg/mL intravenous syringe
1732014	morphine 4 mg/mL intravenous syringe
1745876	morphine 4 mg/mL intravenous syringe
1871435	morphine 4 mg/mL intravenous syringe
203240	morphine 4 mg/mL intravenous syringe
203353	morphine 4 mg/mL intravenous syringe
203354	morphine 4 mg/mL intravenous syringe
203355	morphine 4 mg/mL intravenous syringe
203356	morphine 4 mg/mL intravenous syringe
203357	morphine 4 mg/mL intravenous syringe
203358	morphine 4 mg/mL intravenous syringe
2055303	morphine 4 mg/mL intravenous syringe
219576	morphine 4 mg/mL intravenous syringe
219632	morphine 4 mg/mL intravenous syringe
225993	morphine 4 mg/mL intravenous syringe
235751	morphine 4 mg/mL intravenous syringe
235774	morphine 4 mg/mL intravenous syringe
30236	morphine 4 mg/mL intravenous syringe
352452	morphine 4 mg/mL intravenous syringe
353616	morphine 4 mg/mL intravenous syringe
477397	morphine 4 mg/mL intravenous syringe
477468	morphine 4 mg/mL intravenous syringe
583440	morphine 4 mg/mL intravenous syringe
7052	morphine 4 mg/mL intravenous syringe
885779	morphine 4 mg/mL intravenous syringe
998213	morphine 4 mg/mL intravenous syringe
1488635	buprenorphine 7.5 mcg/hour weekly transdermal patch
1542997	buprenorphine 7.5 mcg/hour weekly transdermal patch
1542999	buprenorphine 7.5 mcg/hour weekly transdermal patch
1594651	buprenorphine 7.5 mcg/hour weekly transdermal patch
1716058	buprenorphine 7.5 mcg/hour weekly transdermal patch
1819	buprenorphine 7.5 mcg/hour weekly transdermal patch
1996185	buprenorphine 7.5 mcg/hour weekly transdermal patch
203841	buprenorphine 7.5 mcg/hour weekly transdermal patch
2599847	buprenorphine 7.5 mcg/hour weekly transdermal patch
2639023	buprenorphine 7.5 mcg/hour weekly transdermal patch
904871	buprenorphine 7.5 mcg/hour weekly transdermal patch
1542997	buprenorphine 7.5 mcg/hour weekly transdermal patch
1542999	buprenorphine 7.5 mcg/hour weekly transdermal patch
1819	buprenorphine 7.5 mcg/hour weekly transdermal patch
203841	buprenorphine 7.5 mcg/hour weekly transdermal patch
904871	buprenorphine 7.5 mcg/hour weekly transdermal patch
105069	naltrexone 8 mg-bupropion 90 mg tablet,extended release
1551467	naltrexone 8 mg-bupropion 90 mg tablet,extended release
1551468	naltrexone 8 mg-bupropion 90 mg tablet,extended release
1551469	naltrexone 8 mg-bupropion 90 mg tablet,extended release
1551474	naltrexone 8 mg-bupropion 90 mg tablet,extended release
203204	naltrexone 8 mg-bupropion 90 mg tablet,extended release
42347	naltrexone 8 mg-bupropion 90 mg tablet,extended release
7243	naltrexone 8 mg-bupropion 90 mg tablet,extended release
993548	naltrexone 8 mg-bupropion 90 mg tablet,extended release
105069	naltrexone 8 mg-bupropion 90 mg tablet,extended release
1551467	naltrexone 8 mg-bupropion 90 mg tablet,extended release
1551468	naltrexone 8 mg-bupropion 90 mg tablet,extended release
1551469	naltrexone 8 mg-bupropion 90 mg tablet,extended release
1551474	naltrexone 8 mg-bupropion 90 mg tablet,extended release
203204	naltrexone 8 mg-bupropion 90 mg tablet,extended release
42347	naltrexone 8 mg-bupropion 90 mg tablet,extended release
7243	naltrexone 8 mg-bupropion 90 mg tablet,extended release
993548	naltrexone 8 mg-bupropion 90 mg tablet,extended release
151999	morphine 8 mg/mL intravenous syringe
152164	morphine 8 mg/mL intravenous syringe
152356	morphine 8 mg/mL intravenous syringe
152785	morphine 8 mg/mL intravenous syringe
152996	morphine 8 mg/mL intravenous syringe
153664	morphine 8 mg/mL intravenous syringe
1732003	morphine 8 mg/mL intravenous syringe
1745876	morphine 8 mg/mL intravenous syringe
1871435	morphine 8 mg/mL intravenous syringe
203240	morphine 8 mg/mL intravenous syringe
203353	morphine 8 mg/mL intravenous syringe
203354	morphine 8 mg/mL intravenous syringe
203355	morphine 8 mg/mL intravenous syringe
203356	morphine 8 mg/mL intravenous syringe
203357	morphine 8 mg/mL intravenous syringe
203358	morphine 8 mg/mL intravenous syringe
2055303	morphine 8 mg/mL intravenous syringe
219576	morphine 8 mg/mL intravenous syringe
219632	morphine 8 mg/mL intravenous syringe
225993	morphine 8 mg/mL intravenous syringe
235751	morphine 8 mg/mL intravenous syringe
235774	morphine 8 mg/mL intravenous syringe
30236	morphine 8 mg/mL intravenous syringe
352452	morphine 8 mg/mL intravenous syringe
353616	morphine 8 mg/mL intravenous syringe
477397	morphine 8 mg/mL intravenous syringe
477468	morphine 8 mg/mL intravenous syringe
583440	morphine 8 mg/mL intravenous syringe
7052	morphine 8 mg/mL intravenous syringe
885779	morphine 8 mg/mL intravenous syringe
894914	morphine 8 mg/mL intravenous syringe
151999	morphine 10 mg/mL intravenous syringe
152164	morphine 10 mg/mL intravenous syringe
152356	morphine 10 mg/mL intravenous syringe
152785	morphine 10 mg/mL intravenous syringe
152996	morphine 10 mg/mL intravenous syringe
153664	morphine 10 mg/mL intravenous syringe
1731995	morphine 10 mg/mL intravenous syringe
1745876	morphine 10 mg/mL intravenous syringe
1871435	morphine 10 mg/mL intravenous syringe
203240	morphine 10 mg/mL intravenous syringe
203353	morphine 10 mg/mL intravenous syringe
203354	morphine 10 mg/mL intravenous syringe
203355	morphine 10 mg/mL intravenous syringe
203356	morphine 10 mg/mL intravenous syringe
203357	morphine 10 mg/mL intravenous syringe
203358	morphine 10 mg/mL intravenous syringe
2055303	morphine 10 mg/mL intravenous syringe
219576	morphine 10 mg/mL intravenous syringe
219632	morphine 10 mg/mL intravenous syringe
225993	morphine 10 mg/mL intravenous syringe
235751	morphine 10 mg/mL intravenous syringe
235774	morphine 10 mg/mL intravenous syringe
30236	morphine 10 mg/mL intravenous syringe
352452	morphine 10 mg/mL intravenous syringe
353616	morphine 10 mg/mL intravenous syringe
477397	morphine 10 mg/mL intravenous syringe
477468	morphine 10 mg/mL intravenous syringe
583440	morphine 10 mg/mL intravenous syringe
7052	morphine 10 mg/mL intravenous syringe
885779	morphine 10 mg/mL intravenous syringe
894912	morphine 10 mg/mL intravenous syringe
104966	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
1190195	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
1190196	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
1190201	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
1596108	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
161	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
1886	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
1995531	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
20033	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
2105924	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
23088	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
236112	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
352870	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
636550	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
689569	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
746611	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
751532	acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule
142439	HYDROcodone bitartrate ER 20 mg tablet,crush resist,extended rel. 24hr
1442523	HYDROcodone bitartrate ER 20 mg tablet,crush resist,extended rel. 24hr
1595730	HYDROcodone bitartrate ER 20 mg tablet,crush resist,extended rel. 24hr
1595731	HYDROcodone bitartrate ER 20 mg tablet,crush resist,extended rel. 24hr
1595736	HYDROcodone bitartrate ER 20 mg tablet,crush resist,extended rel. 24hr
221107	HYDROcodone bitartrate ER 20 mg tablet,crush resist,extended rel. 24hr
236931	HYDROcodone bitartrate ER 20 mg tablet,crush resist,extended rel. 24hr
314667	HYDROcodone bitartrate ER 20 mg tablet,crush resist,extended rel. 24hr
5489	HYDROcodone bitartrate ER 20 mg tablet,crush resist,extended rel. 24hr
582471	HYDROcodone bitartrate ER 20 mg tablet,crush resist,extended rel. 24hr
584438	HYDROcodone bitartrate ER 20 mg tablet,crush resist,extended rel. 24hr
597355	HYDROcodone bitartrate ER 20 mg tablet,crush resist,extended rel. 24hr
142439	HYDROcodone bitartrate ER 30 mg tablet,crush resist,extended rel. 24hr
1442523	HYDROcodone bitartrate ER 30 mg tablet,crush resist,extended rel. 24hr
1595731	HYDROcodone bitartrate ER 30 mg tablet,crush resist,extended rel. 24hr
1595740	HYDROcodone bitartrate ER 30 mg tablet,crush resist,extended rel. 24hr
1595742	HYDROcodone bitartrate ER 30 mg tablet,crush resist,extended rel. 24hr
221107	HYDROcodone bitartrate ER 30 mg tablet,crush resist,extended rel. 24hr
236931	HYDROcodone bitartrate ER 30 mg tablet,crush resist,extended rel. 24hr
314667	HYDROcodone bitartrate ER 30 mg tablet,crush resist,extended rel. 24hr
5489	HYDROcodone bitartrate ER 30 mg tablet,crush resist,extended rel. 24hr
582471	HYDROcodone bitartrate ER 30 mg tablet,crush resist,extended rel. 24hr
584438	HYDROcodone bitartrate ER 30 mg tablet,crush resist,extended rel. 24hr
597355	HYDROcodone bitartrate ER 30 mg tablet,crush resist,extended rel. 24hr
142439	HYDROcodone bitartrate ER 40 mg tablet,crush resist,extended rel. 24hr
1442523	HYDROcodone bitartrate ER 40 mg tablet,crush resist,extended rel. 24hr
1595731	HYDROcodone bitartrate ER 40 mg tablet,crush resist,extended rel. 24hr
1595746	HYDROcodone bitartrate ER 40 mg tablet,crush resist,extended rel. 24hr
1595748	HYDROcodone bitartrate ER 40 mg tablet,crush resist,extended rel. 24hr
